timestamp_ms,ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8,ch9,ch10,ch11,ch12,ch13,ch14,ch15,ch16
70,992,992,172,992,172,172,172,172,992,992,992,992,992,992,992,992
72,992,992,172,992,172,172,172,172,992,992,992,992,992,992,992,992
74,992,992,172,992,172,172,172,172,992,992,992,992,992,992,992,992
76,992,992,172,992,172,172,172,172,992,992,992,992,992,992,992,992
78,992,992,172,992,172,172,172,172,992,992,992,992,992,992,992,992
80,992,992,172,992,172,172,172,172,992,992,992,992,992,992,992,992
82,992,992,172,992,172,172,172,172,992,992,992,992,992,992,992,992
84,992,992,172,992,172,172,172,172,992,992,992,992,992,992,992,992
86,992,992,172,992,172,172,172,172,992,992,992,992,992,992,992,992
88,992,992,172,992,172,172,172,172,992,992,992,992,992,992,992,992
90,992,992,172,992,172,172,172,172,992,992,992,992,992,992,992,992
92,992,992,172,992,172,172,172,172,992,992,992,992,992,992,992,992
94,992,992,172,992,172,172,172,172,992,992,992,992,992,992,992,992
96,992,992,172,992,172,172,172,172,992,992,992,992,992,992,992,992
