timestamp_ms,ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8,ch9,ch10,ch11,ch12,ch13,ch14,ch15,ch16
2958,992,992,172,992,172,172,172,172,992,992,992,992,992,992,992,992
2960,992,992,172,992,172,172,172,172,992,992,992,992,992,992,992,992
2962,992,992,172,992,172,172,172,172,992,992,992,992,992,992,992,992
2964,992,992,172,992,172,172,172,172,992,992,992,992,992,992,992,992
2966,992,992,172,992,172,172,172,172,992,992,992,992,992,992,992,992
2968,992,992,172,992,172,172,172,172,992,992,992,992,992,992,992,992
2970,992,992,172,992,172,172,172,172,992,992,992,992,992,992,992,992
2972,992,992,172,992,172,172,172,172,992,992,992,992,992,992,992,992
2974,992,992,172,992,172,172,172,172,992,992,992,992,992,992,992,992
2976,992,992,172,992,172,172,172,172,992,992,992,992,992,992,992,992
2978,992,992,172,992,172,172,172,172,992,992,992,992,992,992,992,992
2980,992,992,172,992,172,172,172,172,992,992,992,992,992,992,992,992
2982,992,992,172,992,172,172,172,172,992,992,992,992,992,992,992,992
2984,992,992,172,992,172,172,172,172,992,992,992,992,992,992,992,992
2986,992,992,172,992,172,172,172,172,992,992,992,992,992,992,992,992
2988,992,992,172,992,172,172,172,172,992,992,992,992,992,992,992,992
2990,992,992,172,992,172,172,172,172,992,992,992,992,992,992,992,992
2992,992,992,172,992,172,172,172,172,992,992,992,992,992,992,992,992
2994,992,992,172,992,172,172,172,172,992,992,992,992,992,992,992,992
2996,992,992,172,992,172,172,172,172,992,992,992,992,992,992,992,992
2998,992,992,172,992,172,172,172,172,992,992,992,992,992,992,992,992
3000,993,993,191,990,1811,172,172,172,992,992,992,992,992,992,992,992
3002,993,993,191,990,1811,172,172,172,992,992,992,992,992,992,992,992
3004,993,993,191,990,1811,172,172,172,992,992,992,992,992,992,992,992
3006,993,993,191,990,1811,172,172,172,992,992,992,992,992,992,992,992
3008,993,993,191,990,1811,172,172,172,992,992,992,992,992,992,992,992
3010,993,993,191,990,1811,172,172,172,992,992,992,992,992,992,992,992
3012,993,993,191,990,1811,172,172,172,992,992,992,992,992,992,992,992
3014,993,993,191,990,1811,172,172,172,992,992,992,992,992,992,992,992
3016,993,993,191,990,1811,172,172,172,992,992,992,992,992,992,992,992
3018,993,993,191,990,1811,172,172,172,992,992,992,992,992,992,992,992
3020,993,993,191,990,1811,172,172,172,992,992,992,992,992,992,992,992
3022,993,993,191,990,1811,172,172,172,992,992,992,992,992,992,992,992
3024,993,993,191,990,1811,172,172,172,992,992,992,992,992,992,992,992
